source,target,source_location,target_location,source_coordinates,target_coordinates,Con,Date,Year,From_Node_Full_Name,PP,agt_description,AgtId
Afghanistan: 2000s Post-intervention process_location_18,Afghanistan: 2000s Post-intervention process_location_7,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (53.9994829 24.0002488),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_18,Afghanistan: 2000s Post-intervention process_location_14,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","السعودية, السعودية",POINT (53.9994829 24.0002488),POINT (42.3528328 25.6242618),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_18,Afghanistan: 2000s Post-intervention process_location_13,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","Türkiye, Türkiye",POINT (53.9994829 24.0002488),POINT (34.9249653 38.9597594),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_18,Afghanistan: 2000s Post-intervention process_location_0,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","Россия, Россия",POINT (53.9994829 24.0002488),POINT (97.7453061 64.6863136),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_7,Afghanistan: 2000s Post-intervention process_location_14,"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة","السعودية, السعودية",POINT (55.147647448637606 24.956654649999997),POINT (42.3528328 25.6242618),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_7,Afghanistan: 2000s Post-intervention process_location_13,"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة","Türkiye, Türkiye",POINT (55.147647448637606 24.956654649999997),POINT (34.9249653 38.9597594),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_7,Afghanistan: 2000s Post-intervention process_location_0,"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة","Россия, Россия",POINT (55.147647448637606 24.956654649999997),POINT (97.7453061 64.6863136),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_13,"السعودية, السعودية","Türkiye, Türkiye",POINT (42.3528328 25.6242618),POINT (34.9249653 38.9597594),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_0,"السعودية, السعودية","Россия, Россия",POINT (42.3528328 25.6242618),POINT (97.7453061 64.6863136),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_0,"Türkiye, Türkiye","Россия, Россия",POINT (34.9249653 38.9597594),POINT (97.7453061 64.6863136),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Israel-Palestine peace process_location_4,Israel-Palestine peace process_location_0,"الأردن, الأردن","Россия, Россия",POINT (36.941628 31.1667049),POINT (97.7453061 64.6863136),Israel/Palestine,1995-09-28,1995,"Annex I, Protocol Concerning Redeployment and Security Arrangements, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II)",Israel-Palestine peace process,"The Oslo II Accords created the areas of A, B, and C. The PA was granted limited authority in the A and B Areas, whereas Israel maintained a military presence in Area C, airspace and ocean territories. Annex I focuses on security arrangements including the redeployment of Israeli forces; the administration of security forces in Palestine; setting up 'liason' and 'cooperation' committees on the district and regional levels; outlining joint security arrangements including Joint Mobile Units; outlining the jurisdiction of Israeli and Palestinian security forces, arranging the armament of Palestinian police; detailing the protocols for border crossings, among other aspects.",983
