source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution,source_location,target_location
Davinia Hernández-Leo,Ernesto Arroyo,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Davinia Hernández-Leo,Andrea Rosales,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Davinia Hernández-Leo,Javier Melero,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"constructivism,cscl,augmented physical spaces,classroom orchestration,scaffolding,teaching and learning strategies,literature review,activities across spaces,ict engineering education,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Davinia Hernández-Leo,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"constructivism,cscl,augmented physical spaces,classroom orchestration,scaffolding,teaching and learning strategies,literature review,activities across spaces,ict engineering education,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Henriikka Vartiainen,Anu Liljeström,POINT (28.8797178 61.8689933),POINT (28.8797178 61.8689933),"pedagogical model,project-based learning,learning object,learning by collaborative designing,design-oriented pedagogy",University of Eastern Finland,University of Eastern Finland,"Savonlinna, Manner-Suomi, Suomi","Savonlinna, Manner-Suomi, Suomi"
Henriikka Vartiainen,Jorma Enkenberg,POINT (28.8797178 61.8689933),POINT (28.8797178 61.8689933),"pedagogical model,project-based learning,learning object,learning by collaborative designing,design-oriented pedagogy",University of Eastern Finland,University of Eastern Finland,"Savonlinna, Manner-Suomi, Suomi","Savonlinna, Manner-Suomi, Suomi"
Anu Liljeström,Jorma Enkenberg,POINT (28.8797178 61.8689933),POINT (28.8797178 61.8689933),"pedagogical model,project-based learning,learning object,learning by collaborative designing,design-oriented pedagogy",University of Eastern Finland,University of Eastern Finland,"Savonlinna, Manner-Suomi, Suomi","Savonlinna, Manner-Suomi, Suomi"
Nikolaos Avouris,Nikoleta Yiannoutsou,POINT (4.5424004 47.9308179),POINT (4.5424004 47.9308179),"mobile games,mobile learning,informal learning,game-based learning,location based games",University of Patras,University of Patras,"Villers-Patras, 21400, Bourgogne-Franche-Comté, France","Villers-Patras, 21400, Bourgogne-Franche-Comté, France"
Stefaan Ternier,Roland Klemke,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"immersive learning games,augmented reality,augmented virtuality",Open University of the Netherlands,Open University of the Netherlands,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Stefaan Ternier,Marco Kalz,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"immersive learning games,augmented reality,augmented virtuality",Open University of the Netherlands,Open University of the Netherlands,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Stefaan Ternier,Patricia van Ulzen,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"immersive learning games,augmented reality,augmented virtuality",Open University of the Netherlands,Open University of the Netherlands,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Stefaan Ternier,María Blanca Ibáñez,POINT (5.981506585454879 50.8775239),POINT (-3.76527 40.3281942),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Leganés, Comunidad de Madrid, España"
Stefaan Ternier,David Maroto,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Stefaan Ternier,José Jesús García Rueda,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Stefaan Ternier,Derick Leony,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Roland Klemke,Marco Kalz,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"immersive learning games,augmented reality,augmented virtuality",Open University of the Netherlands,Open University of the Netherlands,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Roland Klemke,Patricia van Ulzen,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"immersive learning games,augmented reality,augmented virtuality",Open University of the Netherlands,Open University of the Netherlands,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Roland Klemke,María Blanca Ibáñez,POINT (5.981506585454879 50.8775239),POINT (-3.76527 40.3281942),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Leganés, Comunidad de Madrid, España"
Roland Klemke,David Maroto,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Roland Klemke,José Jesús García Rueda,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Roland Klemke,Derick Leony,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Marco Kalz,Patricia van Ulzen,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"immersive learning games,augmented reality,augmented virtuality",Open University of the Netherlands,Open University of the Netherlands,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Marco Kalz,María Blanca Ibáñez,POINT (5.981506585454879 50.8775239),POINT (-3.76527 40.3281942),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Leganés, Comunidad de Madrid, España"
Marco Kalz,David Maroto,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Marco Kalz,José Jesús García Rueda,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Marco Kalz,Derick Leony,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Patricia van Ulzen,María Blanca Ibáñez,POINT (5.981506585454879 50.8775239),POINT (-3.76527 40.3281942),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Leganés, Comunidad de Madrid, España"
Patricia van Ulzen,David Maroto,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Patricia van Ulzen,José Jesús García Rueda,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Patricia van Ulzen,Derick Leony,POINT (5.981506585454879 50.8775239),POINT (-3.7035825 40.4167047),"augmented reality,augmented virtuality",Open University of the Netherlands,Universidad Carlos III de Madrid,"Heerlen, Limburg, Nederland","Madrid, Comunidad de Madrid, España"
Raul Nieves,Ernesto Arroyo,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Raul Nieves,Andrea Rosales,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Raul Nieves,Javier Melero,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Raul Nieves,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Ernesto Arroyo,Andrea Rosales,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Ernesto Arroyo,Javier Melero,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Ernesto Arroyo,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Andrea Rosales,Javier Melero,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Andrea Rosales,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
Javier Melero,Josep Blat,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"constructivism,cscl,augmented physical spaces,classroom orchestration,scaffolding,teaching and learning strategies,literature review,activities across spaces,ict engineering education,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
María Blanca Ibáñez,David Maroto,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047),"3d virtual worlds,hybrid learning environments,augmented virtuality,augmented reality,mirror worlds,architecture for virtual learning environments",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
María Blanca Ibáñez,José Jesús García Rueda,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047),"3d virtual worlds,hybrid learning environments,augmented virtuality,augmented reality,mirror worlds,architecture for virtual learning environments",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
María Blanca Ibáñez,Derick Leony,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047),"3d virtual worlds,hybrid learning environments,augmented virtuality,augmented reality,mirror worlds,architecture for virtual learning environments",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
María Blanca Ibáñez,José Jesús Garcia Rueda,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942),"3d collaborative virtual worlds,authoring tools,tam,computer based assessment",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Leganés, Comunidad de Madrid, España"
María Blanca Ibáñez,Diego Morillo,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942),"3d collaborative virtual worlds,authoring tools,tam,computer based assessment",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Leganés, Comunidad de Madrid, España"
David Maroto,José Jesús García Rueda,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"3d virtual worlds,hybrid learning environments,augmented virtuality,augmented reality,mirror worlds,architecture for virtual learning environments",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
David Maroto,Derick Leony,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"3d virtual worlds,hybrid learning environments,augmented virtuality,augmented reality,mirror worlds,architecture for virtual learning environments",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
